Plant_Name,PrimSource,Total_MW,latitude,longitude
Bankhead Dam,hydroelectric,56.00000000000,33.45866500000,-87.35682300000
Barry,natural gas,2172.50000000000,31.00690000000,-88.01030000000
Walter Bouldin Dam,hydroelectric,225.90000000000,32.58388900000,-86.28305600000
Gadsden,natural gas,130.00000000000,34.01280000000,-85.97080000000
Gorgas,coal,1053.70000000000,33.64434400000,-87.19648600000
Copper,natural gas,62.00000000000,31.75690000000,-106.37500000000
Greene County,natural gas,1248.00000000000,32.60170000000,-87.78110000000
H Neely Henry Dam,hydroelectric,70.00000000000,33.78450000000,-86.05240000000
Holt Dam,hydroelectric,45.00000000000,33.25530000000,-87.44950000000
Jordan Dam,hydroelectric,100.00000000000,32.61890000000,-86.25480000000
Logan Martin Dam,hydroelectric,135.00000000000,33.42587800000,-86.33754700000
Lay Dam,hydroelectric,178.80000000000,32.96330000000,-86.51870000000
Martin Dam,hydroelectric,186.00000000000,32.68039400000,-85.91144200000
Mitchell Dam,hydroelectric,165.90000000000,32.80602500000,-86.44489200000
Lewis Smith Dam,hydroelectric,180.00000000000,33.94060000000,-87.10770000000
Thurlow Dam,hydroelectric,78.00000000000,32.53543600000,-85.88761400000
Weiss Dam,hydroelectric,74.10000000000,34.17214200000,-85.75380600000
Yates Dam,hydroelectric,47.00000000000,32.57430000000,-85.89010000000
E C Gaston,natural gas,1868.00000000000,33.24421100000,-86.45805600000
Madelia,natural gas,10.30000000000,44.05010000000,-94.41780000000
Rollins,hydroelectric,12.10000000000,39.13425900000,-120.95334100000
Millers Ferry,hydroelectric,90.00000000000,32.10088100000,-87.39976700000
Browns Ferry,nuclear,3309.40000000000,34.70420000000,-87.11890000000
Colbert,natural gas,363.20000000000,34.74390000000,-87.84860000000
Guntersville,hydroelectric,122.70000000000,34.42127200000,-86.39393100000
Wheeler Dam,hydroelectric,398.20000000000,34.80690000000,-87.38190000000
Dolet Hills,coal,641.00000000000,32.03055600000,-93.56916700000
Gantt,hydroelectric,2.80000000000,31.40330000000,-86.47946900000
J K Smith,natural gas,784.00000000000,37.88330000000,-84.10170000000
Point A,hydroelectric,5.40000000000,31.36114600000,-86.51830700000
Charles R Lowman,coal,556.00000000000,31.48801900000,-87.91074700000
Platte,coal,100.00000000000,40.85476500000,-98.34822200000
Whelan Energy Center,coal,309.00000000000,40.58087200000,-98.31243700000
Annex Creek,hydroelectric,3.60000000000,58.31760000000,-134.10100000000
Gold Creek,petroleum,9.70000000000,58.31070000000,-134.41740000000
Lemon Creek,petroleum,57.50000000000,58.35360000000,-134.49530000000
Salmon Creek 1,hydroelectric,5.20000000000,58.32690000000,-134.46310000000
Skagway,petroleum,4.40000000000,59.45450000000,-135.31310000000
Haines,petroleum,6.20000000000,59.23593100000,-135.44622800000
Swan Lake,hydroelectric,22.60000000000,55.61520800000,-131.35611100000
Terror Lake,hydroelectric,33.60000000000,57.68610000000,-152.89500000000
Venice Hydro,hydroelectric,10.10000000000,34.01135000000,-118.41680000000
Anchorage 1,natural gas,62.40000000000,61.22210000000,-149.86610000000
Eklutna Hydro Project,hydroelectric,44.40000000000,61.47521100000,-149.15009000000
Snettisham,hydroelectric,78.00000000000,58.14150000000,-133.73700000000
Aurora Energy LLC Chena,coal,25.70000000000,64.84774300000,-147.73506300000
Ketchikan,hydroelectric,4.20000000000,55.34464100000,-131.63342500000
S W Bailey,petroleum,23.00000000000,55.35739700000,-131.69696000000
Escalante,coal,247.00000000000,35.41590000000,-108.08200000000
Ashokan,hydroelectric,4.60000000000,41.94900000000,-74.20630000000
Snake River,petroleum,19.00000000000,64.50533100000,-165.42981400000
Petersburg,petroleum,12.60000000000,56.81104000000,-132.95709100000
Seward (AK),petroleum,15.60000000000,60.13092200000,-149.43501000000
Blue Lake Hydro,hydroelectric,15.90000000000,57.05160000000,-135.22970000000
Wrangell,petroleum,8.50000000000,56.46097600000,-132.37943900000
Beluga,natural gas,300.40000000000,61.18610000000,-151.03560000000
Frederickson,natural gas,134.00000000000,47.07972200000,-122.36500000000
South Consolidated,hydroelectric,1.40000000000,33.46647700000,-111.78106400000
J S Eastwood,pumped storage,199.80000000000,37.14792600000,-119.25670000000
Holcomb,coal,358.80000000000,37.93080000000,-100.97250000000
Dillingham,petroleum,6.60000000000,59.04291400000,-158.46859700000
Cholla,coal,767.00000000000,34.93940000000,-110.30330000000
Douglas,petroleum,15.00000000000,31.36412200000,-109.55380000000
Ocotillo,natural gas,320.00000000000,33.42250000000,-111.91220000000
West Phoenix,natural gas,932.00000000000,33.44170000000,-112.15830000000
Saguaro,natural gas,176.00000000000,32.55170000000,-111.30000000000
Yucca,natural gas,328.00000000000,32.72140000000,-114.71060000000
Demoss Petrie,natural gas,85.00000000000,32.25227300000,-110.99214800000
H Wilson Sundt Generating Station,natural gas,470.00000000000,32.16000000000,-110.90470000000
Oklaunion,coal,650.00000000000,34.08250000000,-99.17530000000
Cross,coal,2350.00000000000,33.37150600000,-80.11323500000
Seminole (FL),coal,1309.00000000000,29.73305600000,-81.63277800000
Agua Fria,natural gas,626.20000000000,33.55610000000,-112.21530000000
Crosscut,hydroelectric,3.00000000000,33.43937500000,-111.94605200000
Horse Mesa,pumped storage,149.00000000000,33.59070000000,-111.34400000000
Kyrene,natural gas,525.00000000000,33.35560000000,-111.93530000000
Mormon Flat,pumped storage,68.80000000000,33.55360000000,-111.44310000000
Roosevelt,hydroelectric,36.00000000000,33.67110400000,-111.16178600000
Stewart Mountain,hydroelectric,13.00000000000,33.56610000000,-111.53600000000
McClure,natural gas,112.00000000000,37.62936000000,-120.93139000000
Davis Dam,hydroelectric,254.80000000000,35.19704400000,-114.57066900000
Glen Canyon Dam,hydroelectric,1312.00000000000,36.93661400000,-111.48387200000
Hoover Dam (NV),hydroelectric,1039.40000000000,36.01551000000,-114.73800600000
Lake Creek Dam,hydroelectric,1.00000000000,40.49363100000,-111.31250600000
Apache Station,coal,548.50000000000,32.06030000000,-109.89310000000
Turlock Lake,hydroelectric,3.30000000000,37.61146100000,-120.59467800000
Hickman,hydroelectric,1.00000000000,37.62153600000,-120.74624700000
GREC,coal,1010.00000000000,36.19027800000,-95.28940000000
Carpenter,hydroelectric,62.00000000000,34.44250000000,-93.02620000000
Lake Catherine,natural gas,519.70000000000,34.43410000000,-92.90490000000
Osceola (AR),petroleum,4.80000000000,35.68930000000,-89.99400000000
Remmel,hydroelectric,12.00000000000,34.42720000000,-92.89410000000
Volta 2,hydroelectric,0.90000000000,40.45193000000,-121.86215000000
Beaver Dam,hydroelectric,128.80000000000,36.42150700000,-93.84737300000
Degray,hydroelectric,68.00000000000,34.21191300000,-93.11096300000
Greers Ferry Lake,hydroelectric,90.00000000000,35.52070000000,-91.99530000000
Municipal Light,petroleum,7.20000000000,36.38580000000,-90.18670000000
Narrows (AR),hydroelectric,29.10000000000,34.14842700000,-93.71516800000
Norfork,hydroelectric,80.00000000000,36.24910000000,-92.24010000000
Blakely Mountain,hydroelectric,75.00000000000,34.57098400000,-93.19442500000
Bull Shoals,hydroelectric,370.00000000000,36.36350000000,-92.57630000000
Dardanelle,hydroelectric,140.00000000000,35.25030000000,-93.16860000000
Thomas Fitzhugh,natural gas,162.00000000000,35.46238200000,-93.80492600000
Carl Bailey,natural gas,122.00000000000,35.26010200000,-91.36342600000
McClellan (AR),natural gas,134.00000000000,33.56480000000,-92.79170000000
Clinton Power Station,nuclear,1065.00000000000,40.17190000000,-88.83390000000
St Johns River Power Park,coal,1252.00000000000,30.43080000000,-81.55080000000
Wolf Creek Generating Station,nuclear,1175.00000000000,38.23926000000,-95.68978000000
Alta Powerhouse,hydroelectric,1.00000000000,39.21597900000,-120.80355000000
Angels,hydroelectric,0.70000000000,38.07194400000,-120.53944400000
Balch 1,hydroelectric,34.00000000000,36.90913700000,-119.08771200000
Balch 2,hydroelectric,105.00000000000,36.90890700000,-119.08755600000
Belden,hydroelectric,125.00000000000,40.00744500000,-121.24943800000
Bucks Creek,hydroelectric,65.00000000000,39.91062000000,-121.32769200000
Butt Valley,hydroelectric,41.00000000000,40.17565600000,-121.19066300000
Caribou 1,hydroelectric,75.00000000000,40.08547600000,-121.14824100000
Caribou 2,hydroelectric,120.00000000000,40.08599700000,-121.14937300000
Centerville PH,hydroelectric,6.40000000000,39.78887700000,-121.65738300000
Chili Bar,hydroelectric,7.00000000000,38.77176400000,-120.81323900000
Coleman PH,hydroelectric,13.00000000000,40.40464500000,-122.12190400000
Cow Creek,hydroelectric,1.80000000000,40.57081700000,-122.02093000000
Cresta,hydroelectric,70.00000000000,39.82590700000,-121.40968700000
De Sabla,hydroelectric,18.50000000000,39.86926500000,-121.63181900000
Deer Creek PH,hydroelectric,5.70000000000,39.29807000000,-120.84430000000
Drum 1,hydroelectric,54.00000000000,39.25687300000,-120.76743700000
Drum 2,hydroelectric,49.50000000000,39.25738800000,-120.76704600000
Dutch Flat,hydroelectric,22.00000000000,39.21698500000,-120.83558700000
El Dorado,hydroelectric,20.60000000000,38.79357400000,-120.61915200000
Electra,hydroelectric,98.00000000000,38.33098500000,-120.66990100000
Haas,hydroelectric,144.00000000000,36.92742400000,-119.02025000000
Halsey,hydroelectric,11.00000000000,38.95698500000,-121.04193200000
Hamilton Branch,hydroelectric,4.80000000000,40.26871200000,-121.08947900000
Hat Creek 1,hydroelectric,8.50000000000,40.92929700000,-121.54446200000
Hat Creek 2,hydroelectric,8.50000000000,40.96067500000,-121.54865700000
Humboldt Bay,natural gas,163.40000000000,40.74150000000,-124.21030000000
Inskip,hydroelectric,8.00000000000,40.40098800000,-121.96550200000
James B Black,hydroelectric,172.00000000000,40.99229500000,-121.97518200000
Kerckhoff,hydroelectric,25.20000000000,37.09248600000,-119.55282600000
Kilarc,hydroelectric,3.20000000000,40.67782700000,-121.87325300000
Kings River PH,hydroelectric,52.00000000000,36.88816600000,-119.15877700000
Lime Saddle,hydroelectric,2.00000000000,39.69875500000,-121.57096000000
Merced Falls,hydroelectric,3.50000000000,37.52301000000,-120.32990500000
Dynegy Moss Landing Power Plant,natural gas,1020.00000000000,36.80483700000,-121.78224100000
Murphys,hydroelectric,1.70000000000,38.14709300000,-120.44639600000
Narrows PH,hydroelectric,12.00000000000,39.23640000000,-121.27174100000
Phoenix,hydroelectric,2.00000000000,38.03210300000,-120.32653700000
Pit 1,hydroelectric,61.00000000000,40.99084000000,-121.49824300000
Pit 3,hydroelectric,69.90000000000,40.99744800000,-121.74813900000
Pit 4,hydroelectric,95.00000000000,40.98636100000,-121.84944000000
Pit 5,hydroelectric,160.00000000000,40.98619700000,-121.97759400000
Pit 6,hydroelectric,80.00000000000,40.92256800000,-121.99290600000
Pit 7,hydroelectric,113.00000000000,40.84746200000,-121.99079800000
Poe,hydroelectric,120.00000000000,39.72289200000,-121.46981400000
Potter Valley,hydroelectric,9.20000000000,39.36178600000,-123.12793400000
Rock Creek,hydroelectric,126.00000000000,39.90521000000,-121.34522600000
San Joaquin 2,hydroelectric,3.20000000000,37.20323300000,-119.49750800000
San Joaquin 3,hydroelectric,4.20000000000,37.25371800000,-119.51935200000
Salt Springs,hydroelectric,44.00000000000,38.49791400000,-120.21811000000
South,hydroelectric,7.00000000000,40.39539600000,-121.87918600000
Spaulding 1,hydroelectric,7.00000000000,39.32461300000,-120.64480700000
Spaulding 2,hydroelectric,4.40000000000,39.32459200000,-120.64537500000
Spaulding 3,hydroelectric,5.80000000000,39.33767900000,-120.63546700000
Spring Gap,hydroelectric,7.00000000000,38.18653000000,-120.11168000000
Stanislaus,hydroelectric,91.00000000000,38.13904800000,-120.37032500000
Geysers Unit 5-20,geothermal,644.00000000000,38.77700000000,-122.74500000000
Tiger Creek,hydroelectric,58.00000000000,38.44929100000,-120.49264500000
Tule River,hydroelectric,6.40000000000,36.16307600000,-118.70710400000
Volta 1,hydroelectric,9.00000000000,40.45911100000,-121.86708000000
West Point PH,hydroelectric,14.50000000000,38.42089800000,-120.54957200000
Wise,hydroelectric,17.20000000000,38.88986200000,-121.09852500000
A G Wishon,hydroelectric,20.00000000000,37.15105000000,-119.50472400000
Copco 1,hydroelectric,28.00000000000,41.97891400000,-122.33531700000
Copco 2,hydroelectric,34.00000000000,41.97571600000,-122.35812700000
Fall Creek,hydroelectric,1.90000000000,41.98560500000,-122.36045500000
Iron Gate,hydroelectric,18.80000000000,41.93298100000,-122.43678000000
Limestone,coal,1689.00000000000,31.42190000000,-96.25250000000
Blundell,geothermal,34.00000000000,38.48890000000,-112.85330000000
Encina,natural gas,858.00000000000,33.13610000000,-117.33640000000
Kearny,natural gas,61.00000000000,32.83400000000,-117.13380000000
Green Lake,hydroelectric,18.60000000000,56.98628400000,-135.12275000000
Drop 5,hydroelectric,3.80000000000,32.67309700000,-115.39202600000
AES Alamitos LLC,natural gas,1997.00000000000,33.76880000000,-118.10090000000
Sepulveda Canyon,hydroelectric,8.50000000000,34.09690000000,-118.47950000000
Big Creek 1,hydroelectric,88.40000000000,37.20420000000,-119.23960000000
Big Creek 2,hydroelectric,66.60000000000,37.20000000000,-119.30690000000
Big Creek 3,hydroelectric,173.50000000000,37.14851700000,-119.38662300000
Big Creek 4,hydroelectric,100.00000000000,37.13900000000,-119.48980000000
Big Creek 8,hydroelectric,70.80000000000,37.20960000000,-119.32890000000
Big Creek 2A,hydroelectric,100.00000000000,37.20006200000,-119.30681000000
Bishop Creek 2,hydroelectric,7.30000000000,37.27358100000,-118.57333900000
Bishop Creek 3,hydroelectric,8.40000000000,37.30196200000,-118.53195700000
Bishop Creek 4,hydroelectric,8.20000000000,37.32303500000,-118.50171400000
Bishop Creek 5,hydroelectric,3.80000000000,37.33440000000,-118.47970000000
Bishop Creek 6,hydroelectric,1.60000000000,37.34990000000,-118.46280000000
Borel,hydroelectric,10.60000000000,35.58806900000,-118.52480400000
Etiwanda Generating Station,natural gas,640.00000000000,34.09118000000,-117.52663000000
Fontana,hydroelectric,3.00000000000,34.15516200000,-117.39711900000
AES Huntington Beach LLC,natural gas,451.60000000000,33.64390000000,-117.97920000000
Kaweah 2,hydroelectric,1.80000000000,36.46132600000,-118.87988000000
Kaweah 1,hydroelectric,2.30000000000,36.46506600000,-118.86202300000
Kaweah 3,hydroelectric,4.50000000000,36.48605900000,-118.83564500000
Kern River 3,hydroelectric,40.20000000000,35.77618500000,-118.43623300000
Kern River 1,hydroelectric,26.40000000000,35.46030300000,-118.77959000000
Long Beach Generation LLC,natural gas,260.00000000000,33.76410000000,-118.22480000000
Lundy,hydroelectric,3.00000000000,38.04272900000,-119.17201500000
Mammoth Pool,hydroelectric,160.00000000000,37.22030200000,-119.33798300000
Mandalay,natural gas,560.00000000000,34.20670000000,-119.25110000000
Ormond Beach,natural gas,1516.00000000000,34.12920000000,-119.16890000000
Poole,hydroelectric,11.30000000000,37.94423700000,-119.21610000000
Portal,hydroelectric,10.80000000000,37.25704500000,-119.15893600000
AES Redondo Beach LLC,natural gas,1310.00000000000,33.85040000000,-118.39500000000
Rush Creek,hydroelectric,11.40000000000,37.76695400000,-119.12328400000
Mountainview Generating Station,natural gas,972.00000000000,34.08180000000,-117.24180000000
Santa Ana 1,hydroelectric,3.20000000000,34.14522000000,-117.05848100000
Santa Ana 3,hydroelectric,3.10000000000,34.10724500000,-117.09909100000
Lower Tule River,hydroelectric,2.60000000000,36.13568000000,-118.78886800000
Columbia Generating Station,nuclear,1177.00000000000,46.47110000000,-119.33390000000
Pardee,hydroelectric,27.70000000000,38.25690000000,-120.85070000000
Grayson,natural gas,256.00000000000,34.15560000000,-118.27820000000
Prairie River,hydroelectric,0.70000000000,47.28720600000,-93.49826600000
Dion R Holm,hydroelectric,156.80000000000,37.89664900000,-119.96750000000
Moccasin,hydroelectric,100.00000000000,37.80938800000,-120.29925400000
R C Kirkwood,hydroelectric,115.50000000000,37.87766700000,-119.95323300000
Joliet 29,coal,1036.00000000000,41.49463600000,-88.12382700000
Drop 2 (CA),hydroelectric,9.80000000000,32.70543500000,-115.03097500000
Drop 3 (CA),hydroelectric,7.30000000000,32.70542800000,-115.12610300000
Drop 4,hydroelectric,19.10000000000,32.70534100000,-115.21906700000
Pilot Knob,hydroelectric,0.00000000000,32.73664200000,-114.71385800000
El Centro,natural gas,342.00000000000,32.80222200000,-115.54000000000
Solomon Gulch,hydroelectric,12.00000000000,61.08280000000,-146.30330000000
Big Pine Creek,hydroelectric,3.00000000000,37.14279500000,-118.32407500000
Castaic,pumped storage,1678.90000000000,34.58723700000,-118.65663800000
Control Gorge,hydroelectric,37.50000000000,37.43792100000,-118.55698800000
Cottonwood,hydroelectric,2.40000000000,36.44342100000,-118.04389000000
Foothill,hydroelectric,8.60000000000,34.31824800000,-118.49444900000
Franklin (CA),hydroelectric,2.00000000000,34.10393100000,-118.41337700000
Haiwee,hydroelectric,5.00000000000,36.10972200000,-117.95666700000
Harbor,natural gas,437.00000000000,33.77060000000,-118.26560000000
Haynes,natural gas,1571.80000000000,33.76474100000,-118.09913000000
Middle Gorge,hydroelectric,37.50000000000,37.51000000000,-118.56916700000
Pleasant Valley Hydro,hydroelectric,2.70000000000,37.41416000000,-118.52388900000
San Fernando,hydroelectric,6.10000000000,34.26052700000,-118.38553100000
Scattergood,natural gas,794.00000000000,33.91815100000,-118.42764800000
Tok,petroleum,7.30000000000,63.33552000000,-142.99997000000
Upper Gorge,hydroelectric,37.50000000000,37.54603600000,-118.59000100000
Valley (CA),natural gas,556.00000000000,34.24499100000,-118.39132700000
Exchequer,hydroelectric,94.50000000000,37.58434500000,-120.26859000000
McSwain,hydroelectric,9.00000000000,37.52206500000,-120.31009000000
Chicago Park,hydroelectric,44.00000000000,39.17790300000,-120.89085600000
Dutch Flat 2,hydroelectric,27.30000000000,39.21840000000,-120.83520000000
Beardsley,hydroelectric,11.00000000000,38.20256900000,-120.07698300000
Donnells,hydroelectric,72.00000000000,38.24665600000,-120.03407200000
Tulloch,hydroelectric,25.80000000000,37.87611100000,-120.60500000000
Forbestown,hydroelectric,36.00000000000,39.55101200000,-121.27878400000
Kelly Ridge,hydroelectric,9.00000000000,39.53178400000,-121.49124700000
Woodleaf,hydroelectric,59.00000000000,39.55381100000,-121.20407700000
Craig (AK),petroleum,4.60000000000,55.47691000000,-133.14869000000
Glenarm,natural gas,235.60000000000,34.12600000000,-118.14940000000
Hydaburg,petroleum,1.00000000000,55.20493700000,-132.82143500000
French Meadows,hydroelectric,16.00000000000,39.07797100000,-120.40606900000
Middle Fork,hydroelectric,132.00000000000,39.02480100000,-120.59638300000
Oxbow (CA),hydroelectric,6.00000000000,39.00337200000,-120.74665100000
Ralston,hydroelectric,86.00000000000,39.00099900000,-120.72505300000
Parker,hydroelectric,2.70000000000,37.47783800000,-120.44449200000
Camino,hydroelectric,155.90000000000,38.82881000000,-120.53708900000
Jaybird,hydroelectric,156.20000000000,38.83405000000,-120.53176000000
Loon Lake,hydroelectric,74.10000000000,38.98269700000,-120.32450300000
Robbs Peak,hydroelectric,25.50000000000,38.89651100000,-120.37829200000
White Rock/Slab Creek,hydroelectric,241.50000000000,38.76533600000,-120.78736600000
Devil Canyon,hydroelectric,262.00000000000,34.20560000000,-117.33440000000
Edward C Hyatt,hydroelectric,743.10000000000,39.54298500000,-121.49218800000
Thermalito,pumped storage,115.10000000000,39.51489300000,-121.63007700000
Don Pedro,hydroelectric,203.20000000000,37.69599400000,-120.42015200000
La Grange,hydroelectric,4.30000000000,37.66970000000,-120.44360000000
Folsom,hydroelectric,215.10000000000,38.70675000000,-121.15844300000
Judge F Carr,hydroelectric,177.40000000000,40.64693400000,-122.62697300000
Keswick,hydroelectric,117.00000000000,40.61185800000,-122.44644100000
Nimbus,hydroelectric,16.60000000000,38.63735000000,-121.22019800000
Shasta,hydroelectric,714.00000000000,40.71745500000,-122.42227400000
ONeill,pumped storage,14.40000000000,37.09867100000,-121.04771800000
Parker Dam,hydroelectric,120.00000000000,34.29533400000,-114.14022200000
W R Gianelli,pumped storage,401.00000000000,37.06920000000,-121.07720000000
Spring Creek,hydroelectric,180.00000000000,40.62811500000,-122.46750900000
Trinity,hydroelectric,140.00000000000,40.79729600000,-122.76255300000
Colgate,hydroelectric,315.00000000000,39.33083300000,-121.19166600000
Narrows 2,hydroelectric,46.70000000000,39.23899600000,-121.27040900000
Bear Valley,hydroelectric,1.40000000000,33.16624600000,-117.01656600000
Pueblo,petroleum,10.00000000000,38.26670000000,-104.61440000000
Alamosa,natural gas,27.00000000000,37.45940000000,-105.89470000000
Boulder Canyon Hydro,hydroelectric,5.00000000000,40.00472500000,-105.33249500000
Cabin Creek,pumped storage,324.00000000000,39.65510000000,-105.70880000000
Cherokee,natural gas,928.00000000000,39.80727500000,-104.96454800000
Comanche (CO),coal,1410.00000000000,38.20810000000,-104.57470000000
Fruita,natural gas,14.00000000000,39.13640000000,-108.73470000000
Georgetown Hydro,hydroelectric,1.60000000000,39.69190000000,-105.69780000000
Grand Valley Project Power Plant,hydroelectric,3.10000000000,39.10166700000,-108.34555600000
Salida,hydroelectric,1.40000000000,38.53419000000,-106.18200300000
Shoshone (CO),hydroelectric,15.00000000000,39.57013000000,-107.22687600000
Valmont,natural gas,43.00000000000,40.01950000000,-105.20200000000
Temescal,hydroelectric,2.80000000000,33.83430000000,-117.49710000000
Corona,hydroelectric,2.80000000000,33.85895000000,-117.61060000000
Perris,hydroelectric,7.90000000000,33.83610000000,-117.18310000000
Rio Hondo,hydroelectric,1.90000000000,34.00472200000,-118.09917000000
Coyote Creek,hydroelectric,3.10000000000,33.92493000000,-117.95517000000
Red Mountain,hydroelectric,5.90000000000,33.39440000000,-117.18890000000
Valley View,hydroelectric,4.10000000000,33.90010000000,-117.82905000000
Upper Dawson,hydroelectric,5.50000000000,37.65080000000,-120.47060000000
Center,petroleum,1.50000000000,37.75360600000,-106.10467000000
Martin Drake,coal,208.00000000000,38.82444400000,-104.83333300000
George Birdsall,natural gas,55.00000000000,38.88138900000,-104.81694400000
Manitou Springs,hydroelectric,5.60000000000,38.85555600000,-104.93305600000
Ruxton Park,hydroelectric,1.00000000000,38.84135400000,-104.97380200000
Holly,petroleum,2.70000000000,38.03271700000,-102.07365900000
Julesburg,petroleum,2.20000000000,40.95050000000,-102.27950000000
Boysen,hydroelectric,17.20000000000,43.41787200000,-108.17754500000
La Junta,petroleum,14.40000000000,37.98760000000,-103.54680000000
Las Animas,petroleum,5.10000000000,38.06470000000,-103.21590000000
Lamar Plant,coal,51.70000000000,38.03332700000,-102.53791500000
Sonoma California Geothermal,geothermal,50.00000000000,38.79030000000,-122.75590000000
Trinidad (CO),petroleum,9.20000000000,37.17897900000,-104.48749200000
Blue Mesa,hydroelectric,86.40000000000,38.45319100000,-107.33748300000
Estes,hydroelectric,51.60000000000,40.37677100000,-105.50966500000
Morrow Point,hydroelectric,173.20000000000,38.45175300000,-107.53929900000
Big Thompson,hydroelectric,5.20000000000,40.42103100000,-105.22380400000
Green Mountain,hydroelectric,26.00000000000,39.87880500000,-106.33272500000
Marys Lake,hydroelectric,9.30000000000,40.34408000000,-105.53430800000
Flatiron,hydroelectric,94.50000000000,40.36499600000,-105.23603200000
Pole Hill,hydroelectric,38.20000000000,40.36505600000,-105.32507400000
Lower Molina,hydroelectric,5.60000000000,39.19366000000,-108.04408800000
Upper Molina,hydroelectric,9.90000000000,39.14380800000,-108.00477700000
Hayden,coal,441.00000000000,40.48560000000,-107.18500000000
Nucla,coal,100.00000000000,38.23830000000,-108.50690000000
Camp Far West,hydroelectric,7.20000000000,39.04880200000,-121.31696600000
McWilliams,natural gas,663.00000000000,31.40025500000,-86.47644900000
Jones Fork,hydroelectric,10.00000000000,38.85028300000,-120.38188300000
McClellan (CA),natural gas,77.00000000000,38.65273100000,-121.39333600000
Camanche,hydroelectric,10.50000000000,38.22680000000,-121.02450000000
Rocky River (CT),pumped storage,29.40000000000,41.58260000000,-73.43490000000
Branford,petroleum,17.40000000000,41.29250000000,-72.79420000000
Bulls Bridge,hydroelectric,8.40000000000,41.65904600000,-73.49198400000
Cos Cob,petroleum,95.60000000000,41.02890000000,-73.59890000000
Devon Station,petroleum,132.50000000000,41.20979700000,-73.10897600000
Montville Station,petroleum,496.40000000000,41.42810000000,-72.10190000000
Northfield Mountain,pumped storage,1168.00000000000,42.61068300000,-72.47164300000
Kettle Falls Generating Station,biomass,56.20000000000,48.62033600000,-118.11105900000
Scotland Dam,hydroelectric,1.70000000000,41.66510000000,-72.12210000000
Shepaug,hydroelectric,41.50000000000,41.44842000000,-73.29532100000
Stevenson,hydroelectric,28.90000000000,41.38330000000,-73.17140000000
Taftville,hydroelectric,2.00000000000,41.57250000000,-72.04580000000
Tunnel,petroleum,18.10000000000,41.55542500000,-72.04182900000
Rainbow (CT),hydroelectric,8.00000000000,41.91531200000,-72.69361600000
Falls Village,hydroelectric,9.90000000000,41.95727200000,-73.36929700000
Franklin Drive,petroleum,16.10000000000,41.79894300000,-73.11626700000
Middletown,petroleum,770.20000000000,41.55494400000,-72.57907500000
South Meadow,petroleum,148.40000000000,41.74950000000,-72.65240000000
Stanton Energy Center,coal,1191.00000000000,28.48220000000,-81.16780000000
Torrington Terminal,petroleum,17.40000000000,41.77610900000,-73.12088600000
Millstone,nuclear,2087.80000000000,41.31070000000,-72.16770000000
Bridgeport Station,coal,400.40000000000,41.17060000000,-73.18440000000
Central Hudson High Falls,hydroelectric,3.20000000000,41.82881400000,-74.13187700000
North Main Street,petroleum,15.30000000000,41.52679000000,-72.06493500000
Tenth Street,hydroelectric,1.00000000000,41.53895500000,-72.05093600000
Navajo Dam,hydroelectric,30.00000000000,36.80610000000,-107.61310000000
Drop 1,hydroelectric,3.80000000000,32.71161100000,-114.94266600000
East Highline,hydroelectric,1.00000000000,32.69945100000,-115.28245000000
J C McNeil,biomass,52.00000000000,44.49170000000,-73.20805600000
Christiana,petroleum,50.00000000000,39.73020000000,-75.53710000000
Delaware City 10,petroleum,18.00000000000,39.60040800000,-75.62681100000
Edge Moor,natural gas,725.00000000000,39.73886000000,-75.50384000000
Indian River Generating Station,coal,426.10000000000,38.58570000000,-75.23410000000
West Station (DE),petroleum,15.00000000000,39.72830000000,-75.62890000000
McKee Run,natural gas,103.20000000000,39.17622200000,-75.54662800000
Brandon Shores,coal,1273.00000000000,39.18000000000,-76.53890000000
Fredonia,natural gas,280.00000000000,48.45580000000,-122.43580000000
Cape Canaveral,natural gas,1210.00000000000,28.46980000000,-80.76440000000
Fort Myers,natural gas,2366.00000000000,26.69670000000,-81.78310000000
Lauderdale,natural gas,2109.00000000000,26.06860000000,-80.19840000000
Port Everglades,natural gas,1260.00000000000,26.08560000000,-80.12530000000
Riviera,natural gas,1212.00000000000,26.76530000000,-80.05250000000
Sanford,natural gas,1912.00000000000,28.84190000000,-81.32560000000
Turkey Point,nuclear,2752.00000000000,25.43560000000,-80.33080000000
South Fork Tolt,hydroelectric,16.80000000000,47.69916700000,-121.78333300000
Avon Park,natural gas,48.00000000000,27.57944400000,-81.49277800000
Upper Mechanicville,hydroelectric,18.40000000000,42.91260000000,-73.68050000000
Oak Flat,hydroelectric,1.30000000000,40.07531000000,-121.16143000000
Bayboro,petroleum,171.00000000000,27.75805600000,-82.63527800000
Crystal River,coal,2188.00000000000,28.96560000000,-82.69770000000
Higgins,natural gas,107.00000000000,28.00326200000,-82.66150700000
Newcastle,hydroelectric,11.50000000000,38.83518200000,-121.09298200000
P L Bartow,natural gas,1295.00000000000,27.85953500000,-82.60175900000
Suwannee River,natural gas,149.00000000000,30.37638900000,-83.18055600000
Crist,coal,924.00000000000,30.56610000000,-87.22440000000
Lansing Smith,natural gas,534.00000000000,30.26860000000,-85.70030000000
Big Bend,coal,1677.00000000000,27.79440000000,-82.40360000000
Vogtle,nuclear,2302.00000000000,33.14270000000,-81.76250000000
