Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,RC1990SF3_RC1990SF3_005_P031_001,RC1990SF3_RC1990SF3_005_P031_002,RC1990SF3_RC1990SF3_005_P031_003,RC1990SF3_RC1990SF3_005_P031_004,RC1990SF3_RC1990SF3_005_P031_005,RC1990SF3_RC1990SF3_005_P031_006,RC1990SF3_RC1990SF3_005_P031_007,RC1990SF3_RC1990SF3_005_P031_008,RC1990SF3_RC1990SF3_005_P031_009,RC1990SF3_RC1990SF3_005_P031_010,RC1990SF3_RC1990SF3_005_P031_011,RC1990SF3_RC1990SF3_005_P031_012,RC1990SF3_RC1990SF3_005_P031_013,RC1990SF3_RC1990SF3_005_P031_014,RC1990SF3_RC1990SF3_005_P031_015,RC1990SF3_RC1990SF3_005_P031_016,RC1990SF3_RC1990SF3_005_P031_017,RC1990SF3_RC1990SF3_005_P031_018,RC1990SF3_RC1990SF3_005_P031_019,RC1990SF3_RC1990SF3_005_P031_020,RC1990SF3_RC1990SF3_005_P031_021,RC1990SF3_RC1990SF3_005_P031_022,RC1990SF3_RC1990SF3_005_P031_023,RC1990SF3_RC1990SF3_005_P031_024,RC1990SF3_RC1990SF3_005_P031_025,RC1990SF3_RC1990SF3_005_P031_026,RC1990SF3_RC1990SF3_005_P031_027
"36047018100","Census Tract 181","Census Tract 181, Kings County, New York","00","36","047","018100",3696.9999862276,2968.99998893961,14.9999999441206,0,0,0,0,0,28.9999998919666,168.999999370426,0,410.999998468906,0,0,0,12.9999999515712,9.9999999627471,14.9999999441206,13.9999999478459,21.9999999180436,0,17.9999999329448,0,0,0,0,11.9999999552965
"36047018200","Census Tract 182","Census Tract 182, Kings County, New York","00","36","047","018200",2376.99996236619,1106.99998247344,0,0,0,0,0,20.9999996675178,776.99998769816,6.99999988917261,0,182.999997102655,59.999999050051,54.9999991292134,0,0,0,12.9999997941777,7.99999987334013,97.9999984484166,0,0,0,0,0,0,47.9999992400408
"36047018300","Census Tract 183","Census Tract 183, Kings County, New York","00","36","047","018300",2187.27465635352,1625.28730717674,0,0,0,0,9.94667874649167,0,9.94667874649167,56.6960688550025,0,422.733846725896,0,0,0,0,0,21.8826932422817,0,7.95734299719334,8.9520108718425,0,0,0,0,0,23.87202899158
"36047018400","Census Tract 184","Census Tract 184, Kings County, New York","00","36","047","018400",1650.00001229346,1150.00000856817,0,0,0,14.0000001043081,13.0000000968575,0,298.000002220273,0,0,21.0000001564622,20.0000001490116,11.0000000819564,0,0,0,10.0000000745058,0,41.0000003054738,0,0,0,72.0000005364418,0,0,0
"36047018501","Census Tract 185.01","Census Tract 185.01, Kings County, New York","00","36","047","018501",4407.72531396989,3444.7126691537,0,0,0,0,0.0533213093876839,0,8.05332123301923,45.3039310339373,0,909.266146990703,0,0,0,0,0,0.117306880652905,0,0.0426570475101471,0.0479891784489155,0,0,0,0,0,0.127971142530441
"36047018600","Census Tract 186","Census Tract 186, Kings County, New York","00","36","047","018600",1608,830,0,0,0,0,24,0,559,0,0,65,15,33,0,0,0,52,0,16,0,0,0,14,0,0,0
"36047018700","Census Tract 187","Census Tract 187, Kings County, New York","00","36","047","018700",894,560,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16
"36047018800","Census Tract 188","Census Tract 188, Kings County, New York","00","36","047","018800",2208,1308,0,0,0,0,45,0,562,33,0,39,14,16,0,0,0,75,0,65,32,0,0,0,0,0,19
"36047019000","Census Tract 190","Census Tract 190, Kings County, New York","00","36","047","019000",3368.00001254678,1636.00000609457,0,0,0,0,49.0000001825392,31.000000115484,878.000003270805,0,0,228.000000849366,35.0000001303852,0,45.0000001676381,0,17.0000000633299,19.0000000707805,0,393.000001464039,0,0,0,0,0,0,37.0000001378357
"36047019100","Census Tract 191","Census Tract 191, Kings County, New York","00","36","047","019100",2257.99999737134,1333.99999844702,0,0,0,0,0,0,6.99999999185093,73.9999999138527,0,809.999999057036,0,0,0,0,24.9999999708962,0,7.99999999068677,0,0,0,0,0,0,0,0
"36047019200","Census Tract 192","Census Tract 192, Kings County, New York","00","36","047","019200",1720.00003363937,610.000011930242,0,154.000003011897,0,0,59.0000011539087,51.0000009974465,258.000005045906,0,0,252.000004928559,11.0000002151355,38.0000007431954,0,0,0,43.0000008409843,0,120.000002346933,0,0,0,0,0,0,124.000002425164
"36047019300","Census Tract 193","Census Tract 193, Kings County, New York","00","36","047","019300",4417.99991976563,3618.9999342761,0,78.9999985652976,0,0,0,31.9999994188547,13.9999997457489,87.9999984018505,16.9999996912666,435.999992081895,0,0,0,0,38.9999992917292,0,0,32.9999994006939,0,0,0,46.9999991464429,0,0,13.9999997457489
"36047019400","Census Tract 194","Census Tract 194, Kings County, New York","00","36","047","019400",1969.00002429751,877.000010822201,0,0,0,0,0,23.0000002838206,453.000005590031,0,0,230.000002838206,15.0000001851004,0,0,0,0,0,6.00000007404014,365.000004504109,0,0,0,0,0,0,0
"36047019500","Census Tract 195","Census Tract 195, Kings County, New York","00","36","047","019500",3876.99992778525,2928.99994544312,0,0,0,0,0,0,51.9999990314245,245.999995417893,0,592.999988954514,0,0,0,0,0,10.999999795109,0,0,0,20.9999996088445,0,11.9999997764826,0,0,12.9999997578561
"36047019600","Census Tract 196","Census Tract 196, Kings County, New York","00","36","047","019600",3039.00004528463,1786.00002661347,0,0,0,0,0,41.0000006109476,880.000013113022,0,0,189.000002816319,0,51.0000007599592,0,0,11.0000001639128,13.0000001937151,7.00000010430813,36.0000005364418,0,0,0,25.000000372529,0,0,0
"36047019700","Census Tract 197","Census Tract 197, Kings County, New York","00","36","047","019700",3445.99999518599,2870.99999598926,29.9999999580905,0,0,0,0,0,15.9999999776483,198.999999722,30.9999999566935,203.999999715015,0,0,0,0,10.9999999846332,0,0,32.9999999538995,0,0,0,13.9999999804422,0,0,36.9999999483116
"36047019800","Census Tract 198","Census Tract 198, Kings County, New York","00","36","047","019800",1558,992,0,0,0,6,26,0,422,0,0,5,0,17,0,0,0,28,0,45,0,0,0,12,0,0,5
"36047019900","Census Tract 199","Census Tract 199, Kings County, New York","00","36","047","019900",2861,2548,0,0,9,0,0,0,28,45,0,172,0,0,0,0,0,0,0,34,0,0,0,0,0,0,25
"36047020000","Census Tract 200","Census Tract 200, Kings County, New York","00","36","047","020000",1607.99998801947,1023.99999237061,0,0,0,6.99999994784594,10.9999999180436,0,386.999997116625,0,0,41.9999996870756,12.9999999031425,15.9999998807907,0,0,0,71.9999994635582,0,0,0,0,0,35.9999997317791,0,0,0
"36047020100","Census Tract 201","Census Tract 201, Kings County, New York","00","36","047","020100",3372.99996073311,2679.99996880069,0,0,9.99999988358468,0,0,13.9999998370185,86.9999989871867,224.999997380655,43.9999994877726,275.999996786937,0,0,0,0,0,18.9999997788109,0,17.9999997904524,0,0,0,0,0,0,0
"36047020200","Census Tract 202","Census Tract 202, Kings County, New York","00","36","047","020200",1731,1327,15,0,0,9,44,0,282,0,0,0,0,8,14,0,8,24,0,0,0,0,0,0,0,0,0
"36047020300","Census Tract 203","Census Tract 203, Kings County, New York","00","36","047","020300",881.999990142882,637.999992869794,0,0,0,0,0,0,23.9999997317791,83.9999990612268,2.99999996647239,132.999998513609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047020400","Census Tract 204","Census Tract 204, Kings County, New York","00","36","047","020400",1623.00002418458,1292.0000192523,13.0000001937151,0,0,0,93.000001385808,0,184.000002741814,0,0,14.0000002086163,0,0,0,0,0,11.0000001639128,0,0,0,0,0,0,0,0,16.0000002384186
"36047020500","Census Tract 205","Census Tract 205, Kings County, New York","00","36","047","020500",2430.00003451249,1885.00002677203,0,0,0,0,0,0,13.0000001846347,168.000002386048,7.00000009941868,327.000004644273,0,0,0,0,20.0000002840534,0,0,0,0,0,0,0,0,10.0000001420267,0
"36047020600","Census Tract 206","Census Tract 206, Kings County, New York","00","36","047","020600",1868,1294,18,0,0,31,79,51,211,5,0,98,21,13,0,15,18,14,0,0,0,0,0,0,0,0,0
"36047020700","Census Tract 207","Census Tract 207, Kings County, New York","00","36","047","020700",4749,3644,14,0,0,0,45,0,12,349,0,580,0,0,0,0,0,0,42,46,0,0,0,0,0,0,17
"36047020800","Census Tract 208","Census Tract 208, Kings County, New York","00","36","047","020800",2151,1476,23,0,0,0,106,19,400,0,0,54,0,0,5,0,0,23,0,36,0,0,0,9,0,0,0
"36047021000","Census Tract 210","Census Tract 210, Kings County, New York","00","36","047","021000",2642,1378,6,0,0,12,39,0,597,0,0,210,6,0,0,0,75,116,35,107,9,0,0,32,0,0,20
"36047021100","Census Tract 211","Census Tract 211, Kings County, New York","00","36","047","021100",2731.00002356805,1914.00001800619,22.0000002440065,0,0,0,0,4.00000002235174,7.00000003911555,16.000000089407,0,697.000004770234,0,0,0,0,29.0000001620501,7.00000003911555,0,0,0,0,0,8.00000004470348,6.00000003352761,7.00000003911555,14.0000000782311
"36047021200","Census Tract 212","Census Tract 212, Kings County, New York","00","36","047","021200",2837.99996299669,1632.9999787081,0,0,0,0,8.99999988265336,0,549.999992828816,13.9999998174608,0,157.999997939914,19.9999997392297,52.9999993089586,0,14.9999998044223,7.99999989569187,38.9999994914979,14.9999998044223,323.999995775521,0,0,0,0,0,0,0
"36047021300","Census Tract 213","Census Tract 213, Kings County, New York","00","36","047","021300",4775.00002737725,3577.00002050857,0,8.00000004586764,64.0000003669411,0,0,13.0000000745349,0,270.000001548033,0,714.000004093687,0,9.00000005160109,0,24.0000001376029,0,34.0000001949375,0,0,0,16.0000000917353,0,0,10.0000000573345,0,36.0000002064044
"36047021400","Census Tract 214","Census Tract 214, Kings County, New York","00","36","047","021400",1275.00001395238,701.000007671071,0,44.0000004814938,0,10.0000001094304,0,9.00000009848736,248.000002713874,0,0,46.0000005033799,0,36.0000003939494,0,0,0,0,0,98.0000010724179,6.00000006565824,0,0,0,0,30.0000003282912,47.0000005143229
"36047021500","Census Tract 215","Census Tract 215, Kings County, New York","00","36","047","021500",5155.99987515062,3747.99990924448,10.9999997336417,11.9999997094274,0,0,31.9999992251396,0,0,626.999984817579,14.9999996367842,592.999985640869,0,0,0,0,0,0,0,33.9999991767108,0,7.9999998062849,0,11.9999997094274,0,0,63.9999984502792
"36047021600","Census Tract 216","Census Tract 216, Kings County, New York","00","36","047","021600",2737.99997960031,913.999993190169,10.9999999180436,814.999993927777,0,0,14.9999998882413,17.9999998658895,136.99999897927,0,0,109.999999180436,35.9999997317791,0,0,0,49.999999627471,141.999998942018,0,215.999998390675,31.9999997615814,0,0,0,0,0,241.999998196959
"36047021700","Census Tract 217","Census Tract 217, Kings County, New York","00","36","047","021700",3597.99994638562,2656.99996040761,0,16.9999997466803,6.99999989569187,0,0,78.9999988228083,0,149.999997764826,0,614.999990835786,0,0,0,0,0,0,6.99999989569187,21.9999996721745,0,0,0,0,0,0,43.9999993443489
"36047021800","Census Tract 218","Census Tract 218, Kings County, New York","00","36","047","021800",3103.9999768734,876.999993465841,8.99999993294477,1207.9999909997,0,0,0,49.999999627471,154.99999884516,47.9999996423721,0,130.999999023974,131.999999016523,40.9999996945262,13.9999998956919,0,18.999999858439,0,0,184.999998621643,81.9999993890524,0,0,0,0,0,152.999998860061
"36047021900","Census Tract 219","Census Tract 219, Kings County, New York","00","36","047","021900",3931,3040,0,0,0,0,0,0,37,413,0,388,0,0,0,0,0,0,0,0,0,0,0,0,12,0,41
"36047022000","Census Tract 220","Census Tract 220, Kings County, New York","00","36","047","022000",3624.99998649582,991.999996304512,0,1204.99999551103,0,0,22.9999999143183,0,151.999999433756,8.99999996647239,0,210.999999213964,204.999999236315,167.999999374151,0,13.9999999478459,63.9999997615814,0,0,272.999998982996,121.999999545515,0,0,0,0,0,186.999999303371
"36047022100","Census Tract 221","Census Tract 221, Kings County, New York","00","36","047","022100",3350.00001247972,2842.00001058728,0,0,0,0,0,0,0,103.000000383705,0,288.000001072884,0,0,0,0,19.0000000707805,0,0,0,0,0,0,0,0,0,98.0000003650784
"36047022200","Census Tract 222","Census Tract 222, Kings County, New York","00","36","047","022200",3502.99994127639,858.99998559989,35.999999396503,1196.99997993372,0,0,0,24.9999995809048,191.999996781349,19.9999996647239,9.99999983236194,394.999993378296,18.9999996814877,24.9999995809048,0,0,0,11.9999997988343,0,119.999997988343,140.999997636303,0,0,0,0,0,451.99999242276
"36047022400","Census Tract 224","Census Tract 224, Kings County, New York","00","36","047","022400",3536.00000658631,1275.00000237487,0,175.000000325963,0,0,0,90.0000001676381,438.000000815839,4.00000000745058,0,609.000001134351,49.0000000912696,74.0000001378357,27.0000000502914,9.00000001676381,41.0000000763685,0,3.00000000558794,419.000000780448,0,0,0,0,0,0,323.000000601634
"36047022600","Census Tract 226","Census Tract 226, Kings County, New York","00","36","047","022600",1394.00000519305,425.000001583248,6.00000002235174,33.0000001229346,0,0,0,23.0000000856817,216.000000804663,0,0,481.000001791865,23.0000000856817,42.0000001564622,0,0,0,0,0,122.000000454485,0,0,0,0,0,0,23.0000000856817
"36047022700","Census Tract 227","Census Tract 227, Kings County, New York","00","36","047","022700",3023.99998169392,2740.99998340709,0,0,0,0,0,0,0,25.9999998426065,0,202.99999877112,0,0,0,0,0,36.9999997760169,0,0,0,0,0,0,0,0,16.9999998970889
"36047022800","Census Tract 228","Census Tract 228, Kings County, New York","00","36","047","022800",2439,591,8,273,0,0,0,193,116,87,0,630,36,5,0,7,66,0,0,242,9,0,0,0,0,0,176
"36047022900","Census Tract 229","Census Tract 229, Kings County, New York","00","36","047","022900",2852.00000531226,2739.00000510179,0,0,0,0,0,0,0,32.0000000596046,0,57.0000001061708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0000000447035
"36047023000","Census Tract 230","Census Tract 230, Kings County, New York","00","36","047","023000",3522.00002624094,886.000006601214,23.0000001713634,972.000007241964,0,0,9.00000006705523,0,170.000001266599,52.0000003874302,0,921.000006861985,19.000000141561,196.000001460314,0,0,8.00000005960464,0,14.0000001043081,86.0000006407499,31.000000230968,0,0,0,0,0,135.000001005828
"36047023100","Census Tract 231","Census Tract 231, Kings County, New York","00","36","047","023100",2284,2002,8,0,0,0,0,0,0,81,53,91,0,0,0,0,6,0,0,0,0,0,0,27,0,0,16
"36047023200","Census Tract 232","Census Tract 232, Kings County, New York","00","36","047","023200",4826,1291,7,1250,0,0,0,126,237,31,0,382,150,147,0,0,32,0,0,91,51,0,0,0,0,17,1014
"36047023300","Census Tract 233","Census Tract 233, Kings County, New York","00","36","047","023300",4706.00003506243,3828.00002852082,0,0,0,0,0,0,0,16.0000001192093,0,836.000006228685,0,0,0,0,0,17.0000001266599,0,0,0,0,0,0,0,0,9.00000006705523
"36047023400","Census Tract 234","Census Tract 234, Kings County, New York","00","36","047","023400",3589.00002674013,594.000004425645,48.0000003576279,1796.00001338124,0,0,0,0,0,0,0,33.0000002458692,161.000001199543,232.000001728535,0,11.0000000819564,17.0000001266599,0,0,0,161.000001199543,0,0,0,0,0,536.000003993511
"36047023500","Census Tract 235","Census Tract 235, Kings County, New York","00","36","047","023500",1855.00001382083,672.00000500679,0,0,29.0000002160668,0,0,0,0,44.0000003278255,0,1104.00000822544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00000004470348
"36047023600","Census Tract 236","Census Tract 236, Kings County, New York","00","36","047","023600",3887.00002896041,1000.00000745058,42.0000003129244,1675.00001247972,0,0,0,0,0,0,10.0000000745058,48.0000003576279,101.000000752509,330.000002458692,0,8.00000005960464,14.0000001043081,0,0,53.0000003948808,342.000002548099,0,0,0,0,0,264.000001966953
"36047023800","Census Tract 238","Census Tract 238, Kings County, New York","00","36","047","023800",3587.99997326732,667.999995023012,25.9999998062849,1862.99998611957,0,0,0,0,112.999999158084,6.99999994784594,5.99999995529652,62.9999995306134,63.9999995231628,130.999999023974,0,0,150.999998874962,0,0,0,188.99999859184,0,0,0,0,0,306.999997712672
"36047024000","Census Tract 240","Census Tract 240, Kings County, New York","00","36","047","024000",3663.00005117152,1226.00001712702,20.0000002793968,1290.00001802109,0,7.00000009778887,0,0,85.0000011874363,0,0,154.000002151355,73.0000010197982,230.000003213063,5.00000006984919,0,49.0000006845221,0,0,31.000000433065,231.000003227033,0,0,0,0,0,262.000003660098
"36047024100","Census Tract 241","Census Tract 241, Kings County, New York","00","36","047","024100",1655.00000462402,1182.00000330247,0,0,0,0,0,0,0,28.0000000782311,0,445.000001243316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047024200","Census Tract 242","Census Tract 242, Kings County, New York","00","36","047","024200",2094.99999414664,778.999997823499,12.9999999636784,556.99999844376,0,0,5.99999998323619,34.9999999022111,136.999999617226,32.9999999077991,0,68.9999998072162,88.9999997513369,150.999999578111,0,0,6.99999998044223,0,0,43.9999998770654,25.9999999273568,0,0,0,0,0,148.999999583699
"36047024300","Census Tract 243","Census Tract 243, Kings County, New York","00","36","047","024300",3455,2933,0,0,0,0,0,9,0,86,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047024400","Census Tract 244","Census Tract 244, Kings County, New York","00","36","047","024400",2360.00003516674,1095.00001631677,0,233.000003471971,0,0,12.0000001788139,0,557.000008299947,8.00000011920929,0,30.0000004470348,0,102.000001519918,0,0,0,75.0000011175871,0,112.00000166893,30.0000004470348,0,0,28.0000004172325,0,0,78.0000011622906
"36047024500","Census Tract 245","Census Tract 245, Kings County, New York","00","36","047","024500",3473.00002102414,3221.00001949864,0,0,0,0,0,0,0,37.0000002239831,0,120.000000726432,0,19.0000001150183,0,0,0,22.0000001331791,0,0,0,0,0,0,0,0,54.0000003268942
"36047024600","Census Tract 246","Census Tract 246, Kings County, New York","00","36","047","024600",2445.99998177588,1191.99999111891,0,0,0,0,0,0,889.999993368983,6.99999994784594,0,84.9999993667006,0,22.9999998286366,0,0,0,20.9999998435378,0,220.999998353422,0,0,0,0,0,0,6.99999994784594
"36047024700","Census Tract 247","Census Tract 247, Kings County, New York","00","36","047","024700",2623.99997067451,2454.99997256324,0,0,0,0,0,0,0,29.9999996647239,0,110.999998759478,0,0,0,0,14.9999998323619,1.99999997764826,0,0,0,0,0,0,0,0,10.9999998770654
"36047024800","Census Tract 248","Census Tract 248, Kings County, New York","00","36","047","024800",1959.00000182446,961.000000895001,0,24.0000000223517,0,0,0,0,454.00000042282,31.000000028871,0,34.000000031665,28.000000026077,37.0000000344589,22.0000000204891,0,20.0000000186265,0,0,262.000000244007,12.0000000111759,0,0,49.0000000456348,0,0,25.0000000232831
"36047024900","Census Tract 249","Census Tract 249, Kings County, New York","00","36","047","024900",3966,3543,0,0,0,0,0,0,0,117,17,236,0,0,0,0,26,0,0,0,0,0,0,0,27,0,0
"36047025000","Census Tract 250","Census Tract 250, Kings County, New York","00","36","047","025000",1026.99999476931,554.99999717329,0,0,0,0,0,15.9999999185093,208.999998935527,0,0,91.9999995314283,0,0,0,20.9999998930434,0,0,0,133.999999317515,0,0,0,0,0,0,0
"36047025100","Census Tract 251","Census Tract 251, Kings County, New York","00","36","047","025100",2429.00003619492,2303.00003431737,0,0,0,0,0,0,0,0,0,126.000001877546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047025200","Census Tract 252","Census Tract 252, Kings County, New York","00","36","047","025200",3576.00003996491,1896.00002118945,0,64.0000007152557,0,0,54.000000603497,29.0000003241003,658.000007353723,18.0000002011657,0,217.000002425164,70.000000782311,189.00000211224,0,0,0,81.0000009052455,0,294.000003285706,0,0,0,0,0,6.00000006705523,0
"36047025300","Census Tract 253","Census Tract 253, Kings County, New York","00","36","047","025300",1977.99999263138,1633.99999391288,0,0,0,0,0,0,0,0,0,270.999998990446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9999997280538
"36047025400","Census Tract 254","Census Tract 254, Kings County, New York","00","36","047","025400",2767.00000934151,1210.00000408501,0,27.0000000911532,0,0,32.0000001080334,0,570.000001924345,0,0,209.000000705593,40.0000001350418,88.0000002970919,0,8.00000002700835,0,14.0000000472646,0,569.000001920969,0,0,0,0,0,0,0
"36047025500","Census Tract 255","Census Tract 255, Kings County, New York","00","36","047","025500",5354.99984040856,4218.999874264,9.99999970197678,9.99999970197678,6.99999979138374,0,0,0,11.9999996423721,30.999999076128,0,1065.99996823072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047025600","Census Tract 256","Census Tract 256, Kings County, New York","00","36","047","025600",2522.00000704639,1205.00000336673,0,0,0,0,71.0000001983717,6.00000001676381,622.000001737848,0,0,113.000000315718,2.00000000558794,107.000000298955,0,0,0,0,0,396.000001106411,0,0,0,0,0,0,0
"36047025700","Census Tract 257","Census Tract 257, Kings County, New York","00","36","047","025700",969.999994918471,314.999998349813,0,0,0,0,0,0,12.999999931897,0,0,632.99999668391,0,0,0,0,0,8.99999995285179,0,0,0,0,0,0,0,0,0
"36047025800","Census Tract 258","Census Tract 258, Kings County, New York","00","36","047","025800",3824.00002849102,1598.00001190603,0,62.000000461936,0,0,121.00000090152,38.0000002831221,1119.0000083372,8.00000005960464,0,313.000002332032,55.0000004097819,114.000000849366,0,0,30.0000002235174,25.0000001862645,6.00000004470348,271.000002019107,0,0,0,0,11.0000000819564,23.0000001713634,30.0000002235174
"36047025901","Census Tract 259.01","Census Tract 259.01, Kings County, New York","00","36","047","025901",1461.0000217706,617.000009194016,7.00000010430813,0,0,0,0,0,0,7.00000010430813,0,830.000012367964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047025902","Census Tract 259.02","Census Tract 259.02, Kings County, New York","00","36","047","025902",3601,2650,8,0,0,0,0,0,0,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047026000","Census Tract 260","Census Tract 260, Kings County, New York","00","36","047","026000",2638.99997680489,1276.99998877599,0,15.9999998593703,0,0,18.9999998330022,0,961.999991544639,0,0,65.9999994199025,0,11.9999998945277,0,0,0,56.9999994990067,0,225.999998013605,0,0,0,0,0,3.99999996484257,0
"36047026100","Census Tract 261","Census Tract 261, Kings County, New York","00","36","047","026100",3682.00002743304,2203.00001641363,0,0,0,0,0,0,0,58.0000004321337,0,1421.00001058728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047026200","Census Tract 262","Census Tract 262, Kings County, New York","00","36","047","026200",1972.00001652911,1089.00000912789,0,0,0,27.0000002263114,0,36.0000003017485,411.000003444962,0,0,127.000001064502,10.000000083819,36.0000003017485,6.00000005029142,0,0,47.0000003939494,0,77.0000006454065,0,0,0,0,0,30.0000002514571,76.0000006370246
"36047026300","Census Tract 263","Census Tract 263, Kings County, New York","00","36","047","026300",1427.99996010214,1404.99996074475,0,0,0,0,0,0,0,7.99999977648258,0,14.9999995809048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047026400","Census Tract 264","Census Tract 264, Kings County, New York","00","36","047","026400",3534.99993333244,1912.99996392219,0,8.99999983026646,0,0,0,0,811.999984686263,15.9999996982515,0,161.999996944796,114.999997831183,105.999998000916,64.9999987741467,0,19.9999996228144,24.9999995285179,0,275.999994794838,0,0,0,0,0,0,15.9999996982515
"36047026500","Census Tract 265","Census Tract 265, Kings County, New York","00","36","047","026500",2690,2427,0,0,0,0,0,0,0,66,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047026600","Census Tract 266","Census Tract 266, Kings County, New York","00","36","047","026600",2936.0000218749,1349.00001005083,0,10.0000000745058,0,0,0,0,976.000007271767,46.0000003427267,0,217.000001616776,0,46.0000003427267,0,0,0,7.00000005215406,9.00000006705523,234.000001743436,8.00000005960464,0,0,11.0000000819564,0,0,23.0000001713634
"36047026700","Census Tract 267","Census Tract 267, Kings County, New York","00","36","047","026700",3719.99997228384,3325.99997521937,0,0,0,0,0,0,6.99999994784594,48.9999996349216,30.999999769032,290.999997831881,0,0,0,0,0,0,0,15.9999998807907,0,0,0,0,0,0,0
"36047026800","Census Tract 268","Census Tract 268, Kings County, New York","00","36","047","026800",3495.99994790554,1881.99997195601,0,41.9999993741512,0,0,72.9999989122152,0,1012.99998490512,15.9999997615814,0,147.999997794628,8.99999986588955,80.9999987930059,0,0,0,19.9999997019768,0,126.999998107553,0,0,0,62.9999990612268,0,0,21.9999996721745
"36047026900","Census Tract 269","Census Tract 269, Kings County, New York","00","36","047","026900",2491.99998143315,2216.99998348206,0,0,0,0,0,0,0,47.9999996423721,0,220.999998353422,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99999995529652,0
"36047027000","Census Tract 270","Census Tract 270, Kings County, New York","00","36","047","027000",1872.99997209013,939.999985992908,7.99999988079071,62.9999990612268,0,0,59.9999991059303,0,295.999995589256,32.9999995082617,0,61.999999076128,52.9999992102385,81.9999987781048,44.9999993294477,0,47.9999992847443,7.99999988079071,25.9999996125698,134.999997988343,13.9999997913837,0,0,0,0,0,0
"36047027100","Census Tract 271","Census Tract 271, Kings County, New York","00","36","047","027100",2990.99995555729,2595.99996013194,0,28.9999998919666,0,0,0,0,0,94.999998472631,0,262.999997299165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99999976158142
"36047027200","Census Tract 272","Census Tract 272, Kings County, New York","00","36","047","027200",2767.00002061576,1140.00000849366,19.000000141561,174.000001296401,0,0,79.0000005885959,18.0000001341105,432.000003218651,8.00000005960464,0,230.000001713634,0,192.000001430511,42.0000003129244,0,12.000000089407,48.0000003576279,43.000000320375,179.000001333654,0,0,0,90.0000006705523,0,0,61.0000004544854
"36047027300","Census Tract 273","Census Tract 273, Kings County, New York","00","36","047","027300",2964.00001897803,2762.00001768465,0,0,0,0,0,0,0,27.0000001728768,9.00000005762558,142.000000909204,0,0,0,0,0,24.0000001536682,0,0,0,0,0,0,0,0,0
"36047027400","Census Tract 274","Census Tract 274, Kings County, New York","00","36","047","027400",2237.00001666695,1050.00000782311,0,0,8.00000005960464,0,0,23.0000001713634,961.000007160008,15.0000001117587,0,40.0000002980232,0,0,0,7.00000005215406,7.00000005215406,9.00000006705523,0,74.000000551343,0,0,0,32.0000002384186,0,0,11.0000000819564
"36047027500","Census Tract 275","Census Tract 275, Kings County, New York","00","36","047","027500",4243.00004741922,3594.00004016608,0,0,0,0,0,0,0,79.0000008828938,10.0000001117587,453.00000506267,0,0,0,0,0,85.000000949949,0,0,0,0,0,0,0,0,22.0000002458692
"36047027600","Census Tract 276","Census Tract 276, Kings County, New York","00","36","047","027600",2547.00001897663,1536.00001144409,0,10.0000000745058,0,0,14.0000001043081,0,483.00000359863,0,0,201.000001497567,55.0000004097819,25.0000001862645,0,0,13.0000000968575,36.0000002682209,0,157.000001169741,0,0,0,17.0000001266599,0,0,0
"36047027700","Census Tract 277","Census Tract 277, Kings County, New York","00","36","047","027700",4016.0000313241,3637.00002836797,0,0,0,0,0,0,0,113.00000088138,0,266.000002074754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047027800","Census Tract 278","Census Tract 278, Kings County, New York","00","36","047","027800",2332.00002823398,1231.00001490396,0,47.0000005690381,0,0,0,20.0000002421439,474.00000573881,0,0,123.000001489185,36.000000435859,45.0000005448237,0,0,23.0000002784654,34.0000004116446,0,241.000002917834,0,11.0000001331791,0,0,0,0,47.0000005690381
"36047027900","Census Tract 279","Census Tract 279, Kings County, New York","00","36","047","027900",2579.999961555,2402.99996419251,15.9999997615814,0,0,0,0,0,0,24.999999627471,0,114.999998286366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9999996870756
"36047028000","Census Tract 280","Census Tract 280, Kings County, New York","00","36","047","028000",1305.99998540431,785.999991215765,0,0,0,4.99999994412065,38.999999564141,67.9999992400408,164.999998155981,0,0,89.9999989941716,5.99999993294477,20.9999997653067,0,0,4.99999994412065,0,0,93.9999989494681,0,0,0,0,0,0,26.9999996982515
